ID,model,make,type,year,condition,wheelDrive,doors,engine
23130,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23131,cayenne,porsche,suv,2004,used,awd,4,4.5lv8
23132,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23133,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23134,911,porsche,coupe,2001,used,awd,2,3.6lh6
23135,cayenne,porsche,suv,2008,used,awd,4,3.6lv6
23136,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23137,cayenne,porsche,suv,2006,used,4x4,4,4.5lv8
23138,cayenne,porsche,suv,2008,used,awd,4,4.8lv8
23139,cayenne,porsche,suv,2011,used,awd,4,4.8lv8
23140,panamera,porsche,sedan,2010,used,awd,4,4.8lv8
23141,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23142,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23143,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23144,cayenne,porsche,suv,2005,used,awd,4,4.5lv8
23145,cayenne,porsche,suv,2009,used,awd,4,4.8lv8
23146,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23147,911,porsche,coupe,2011,new,awd,2,3.8lh6
23148,cayenne,porsche,suv,2006,used,awd,4,4.5lv8
23149,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23150,cayenne,porsche,suv,2008,used,4x4,4,4.8lv8
23151,cayenne,porsche,suv,2008,used,4x4,4,4.8lv8
23152,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23153,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23154,911,porsche,coupe,2003,used,awd,2,3.6lh6
23155,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23156,911,porsche,convertible,2011,new,awd,2,3.8lh6
23157,911,porsche,coupe,2008,new,rwd,2,3.8lh6
23158,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23159,cayenne,porsche,suv,2004,used,awd,4,4.5lv8
23160,cayenne,porsche,suv,2004,used,awd,4,4.5lv8
23161,cayenne,porsche,suv,2004,used,awd,4,4.5lv8
23162,911,porsche,coupe,2011,new,awd,2,3.8lh6
23163,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23164,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23165,cayenne,porsche,suv,2008,new,awd,4,3.6lv6
23166,911,porsche,coupe,2011,new,awd,2,3.8lh6
23167,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23168,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23169,panamera,porsche,hatchback,2011,new,rwd,4,3.6lv6
23170,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23171,cayenne,porsche,suv,2008,used,awd,4,3.6lv6
23172,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23173,cayenne,porsche,suv,2006,used,4x4,4,4.5lv8
23174,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23175,911,porsche,coupe,2010,used,awd,2,3.8lh6
23176,cayenne,porsche,suv,2006,used,4x4,4,4.5lv8
23177,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23178,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23179,911,porsche,coupe,2011,new,awd,2,3.8lh6
23180,911,porsche,coupe,2000,used,awd,2,3.4lh6
23181,cayenne,porsche,suv,2010,new,awd,4,3.6lv6
23182,911,porsche,coupe,2008,used,awd,2,3.6lh6
23183,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23184,panamera,porsche,hatchback,2011,new,awd,4,3.6lv6
23185,cayman,porsche,coupe,2008,used,rwd,2,2.7lh6
23186,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23187,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23188,cayenne,porsche,suv,2009,used,4x4,4,4.8lv8
23189,cayenne,porsche,suv,2005,used,awd,4,4.5lv8
23190,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23191,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23192,cayenne,porsche,suv,2010,new,awd,4,4.8lv8
23193,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23194,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23195,911,porsche,convertible,2004,used,awd,2,3.6lh6
23196,cayenne,porsche,suv,2008,used,4x4,4,4.8lv8
23197,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23198,cayenne,porsche,suv,2008,used,awd,4,4.8lv8
23199,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23200,911,porsche,coupe,2011,new,awd,2,3.8lh6
23201,cayenne,porsche,suv,2008,used,awd,4,4.8lv8
23202,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23203,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23204,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23205,cayenne,porsche,suv,2010,new,awd,4,4.8lv8
23206,cayenne,porsche,suv,2003,used,awd,4,4.5lv8
23207,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23208,cayenne,porsche,suv,2010,new,awd,4,3.6lv6
23209,911,porsche,coupe,2011,new,awd,2,3.8lh6
23210,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23211,911,porsche,coupe,2008,used,awd,2,3.6lh6
23212,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23213,panamera,porsche,hatchback,2011,new,awd,4,3.6lv6
23214,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23215,cayenne,porsche,suv,2006,used,4x4,4,4.5lv8
23216,cayenne,porsche,suv,2005,used,awd,4,4.5lv8
23217,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23218,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23219,911,porsche,coupe,2008,used,awd,2,3.6lh6
23220,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23221,panamera,porsche,hatchback,2011,new,awd,4,3.6lv6
23222,cayenne,porsche,suv,2006,used,awd,4,3.2lv6
23223,cayman,porsche,coupe,2008,used,rwd,2,2.7lh6
23224,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23225,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23226,cayenne,porsche,suv,2008,used,4x4,4,4.8lv8
23227,cayenne,porsche,suv,2009,used,4x4,4,4.8lv8
23228,cayenne,porsche,suv,2005,used,awd,4,4.5lv8
23229,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23230,panamera,porsche,hatchback,2011,new,awd,4,3.6lv6
23231,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23232,cayenne,porsche,suv,2010,new,awd,4,4.8lv8
23233,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23234,cayenne,porsche,suv,2008,used,awd,4,3.6lv6
23235,911,porsche,coupe,2011,new,awd,2,3.8lh6
23236,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23237,911,porsche,convertible,2004,used,awd,2,3.6lh6
23238,cayenne,porsche,suv,2008,used,4x4,4,4.8lv8
23239,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23240,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23241,cayenne,porsche,suv,2008,used,awd,4,4.8lv8
23242,cayenne,porsche,suv,2009,used,awd,4,3.6lv6
23243,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23244,911,porsche,coupe,2011,new,awd,2,3.8lh6
23245,cayenne,porsche,suv,2008,used,awd,4,4.8lv8
23246,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23247,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23248,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23249,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23250,panamera,porsche,sedan,2010,new,awd,4,4.8lv8
23251,cayenne,porsche,suv,2010,new,awd,4,4.8lv8
23252,cayenne,porsche,suv,2003,used,awd,4,4.5lv8
23253,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23254,cayenne,porsche,suv,2010,new,awd,4,3.6lv6
23255,cayenne,porsche,suv,2004,used,awd,4,4.5lv8
23256,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23257,911,porsche,coupe,2011,new,awd,2,3.8lh6
23258,cayenne,porsche,suv,2006,used,awd,4,4.5lv8
23259,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23260,911,porsche,coupe,2008,used,awd,2,3.6lh6
23261,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23262,panamera,porsche,hatchback,2011,new,awd,4,3.6lv6
23263,panamera,porsche,hatchback,2011,new,awd,4,3.6lv6
23264,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23265,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23266,cayenne,porsche,suv,2006,used,4x4,4,4.5lv8
23267,cayenne,porsche,suv,2005,used,awd,4,4.5lv8
23268,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23269,cayenne,porsche,suv,2006,used,awd,4,4.5lv8
23270,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23271,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23272,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23273,911,porsche,coupe,2001,used,awd,2,3.6lh6
23274,cayenne,porsche,suv,2010,new,awd,4,4.8lv8
23275,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23276,panamera,porsche,hatchback,2011,new,awd,4,3.6lv6
23277,911,porsche,coupe,2008,used,awd,2,3.6lh6
23278,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23279,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23280,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23281,cayenne,porsche,suv,2010,new,awd,4,3.6lv6
23282,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23283,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23284,911,porsche,coupe,2011,new,awd,2,3.6lh6
23285,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23286,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23287,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23288,cayenne,porsche,suv,2010,new,awd,4,3.6lv6
23289,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23290,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23291,911,porsche,coupe,2011,new,awd,2,3.6lh6
23292,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23293,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23294,911,porsche,convertible,2004,used,awd,2,3.6lh6
23295,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23296,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23297,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23298,911,porsche,coupe,2011,new,awd,2,3.8lh6
23299,911,porsche,coupe,2011,new,awd,2,3.8lh6
23300,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23301,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23302,911,porsche,coupe,2011,new,awd,2,3.8lh6
23303,911,porsche,convertible,2004,used,awd,2,3.6lh6
23304,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23305,cayenne,porsche,suv,2004,used,awd,4,4.5lv8
23306,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23307,911,porsche,coupe,2008,used,awd,2,3.6lh6
23308,cayenne,porsche,suv,2008,used,awd,4,3.6lv6
23309,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23310,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23311,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23312,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23313,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23314,cayenne,porsche,suv,2004,used,awd,4,4.5lv8
23315,911,porsche,convertible,2006,used,rwd,2,6cyl
23316,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23317,911,porsche,convertible,2004,used,awd,2,3.6lh6
23318,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23319,cayennehybrid,porsche,suv,2011,new,awd,4,3.0lv6
23320,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23321,cayenne,porsche,suv,2011,new,awd,4,4.8lv8
23322,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23323,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23324,cayenne,porsche,suv,2006,used,4x4,4,4.5lv8
23325,cayenne,porsche,suv,2004,used,awd,4,4.5lv8
23326,cayenne,porsche,suv,2008,used,awd,4,4.8lv8
23327,panamera,porsche,hatchback,2011,new,rwd,4,3.6lv6
23328,911,porsche,convertible,2002,used,4x4,2,3.6lh6
23329,panamera,porsche,hatchback,2011,new,awd,4,4.8lv8
23330,cayenne,porsche,suv,2011,new,awd,4,3.6lv6
23331,phantomdropheadcoupe,rolls-royce,convertible,2009,new,rwd,2,6.8lv12
23332,phantomdropheadcoupe,rolls-royce,convertible,2009,new,rwd,2,6.8lv12
23333,phantomdropheadcoupe,rolls-royce,convertible,2010,new,rwd,2,6.8lv12
23334,phantomcoupe,rolls-royce,coupe,2009,new,rwd,2,6.8lv12
23335,3-sep,saab,sedan,2005,used,fwd,4,2.0li4
23336,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23337,3-sep,saab,sedan,2011,new,awd,4,2.0li4
23338,3-sep,saab,wagon,2011,new,fwd,4,2.0li4
23339,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23340,5-sep,saab,wagon,1999,used,fwd,4,3.0lv6
23341,3-sep,saab,sedan,2007,used,fwd,4,2.0li4
23342,3-sep,saab,convertible,2011,new,fwd,2,2.0li4
23343,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23344,3-sep,saab,sedan,2011,new,awd,4,2.0li4
23345,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23346,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23347,3-sep,saab,wagon,2010,new,fwd,4,2.0li4
23348,3-sep,saab,sedan,2010,new,awd,4,2.0li4
23349,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23350,5-sep,saab,sedan,2000,used,fwd,4,2.3li4
23351,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23352,3-sep,saab,sedan,2004,used,fwd,4,2.0li4
23353,5-sep,saab,sedan,2000,used,fwd,4,3.0lv6
23354,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23355,3-sep,saab,sedan,2007,used,fwd,4,2.0li4
23356,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23357,3-sep,saab,wagon,2010,new,fwd,4,2.0li4
23358,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23359,3-sep,saab,sedan,2008,used,fwd,4,2.0li4
23360,5-sep,saab,wagon,2001,used,fwd,4,3.0lv6
23361,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23362,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23363,3-sep,saab,convertible,2004,used,fwd,2,2.0li4
23364,3-sep,saab,sedan,2010,new,awd,4,2.0li4
23365,3-sep,saab,sedan,2003,used,fwd,4,2.0li4
23366,3-sep,saab,sedan,2011,new,awd,4,2.0li4
23367,9-7x,saab,suv,2008,used,awd,4,4.2li6
23368,3-sep,saab,sedan,2008,used,fwd,4,2.0li4
23369,3-sep,saab,sedan,2010,new,awd,4,2.0li4
23370,3-sep,saab,convertible,2008,used,fwd,2,2.0li4
23371,5-sep,saab,wagon,2001,used,fwd,4,2.3li4
23372,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23373,3-sep,saab,sedan,2006,used,fwd,4,2.8lv6
23374,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23375,3-sep,saab,convertible,2003,used,fwd,2,2.0li4
23376,3-sep,saab,sedan,2006,used,fwd,4,2.8lv6
23377,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23378,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23379,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23380,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23381,3-sep,saab,convertible,2005,used,fwd,2,2.0li4
23382,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23383,3-sep,saab,sedan,2008,used,fwd,4,2.0li4
23384,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
23385,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23386,3-sep,saab,sedan,2010,new,awd,4,2.0li4
23387,3-sep,saab,convertible,2002,used,fwd,2,2.0li4
23388,3-sep,saab,sedan,2008,used,fwd,4,2.0li4
23389,5-sep,saab,sedan,2008,used,fwd,4,2.3li4
23390,3-sep,saab,sedan,2010,new,awd,4,2.0li4
23391,5-sep,saab,sedan,2003,used,fwd,4,2.3li4
23392,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23393,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23394,3-sep,saab,sedan,2008,used,fwd,4,2.0li4
23395,3-sep,saab,sedan,2005,used,fwd,4,2.0li4
23396,3-sep,saab,hatchback,2002,used,fwd,4,2.0li4
23397,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23398,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23399,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23400,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
23401,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
23402,9-7x,saab,suv,2008,used,awd,4,4.2li6
23403,3-sep,saab,sedan,2006,used,fwd,4,2.8lv6
23404,3-sep,saab,convertible,2005,used,fwd,2,2.0li4
23405,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23406,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23407,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
23408,3-sep,saab,sedan,2006,used,fwd,4,2.8lv6
23409,3-sep,saab,sedan,2003,used,fwd,4,2.0li4
23410,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23411,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23412,3-sep,saab,sedan,2011,new,awd,4,2.0li4
23413,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23414,3-sep,saab,convertible,2006,used,fwd,2,2.8lv6
23415,5-sep,saab,wagon,2003,used,fwd,4,2.3li4
23416,3-sep,saab,wagon,2011,new,fwd,4,2.0li4
23417,3-sep,saab,sedan,2008,used,fwd,4,2.0li4
23418,3-sep,saab,sedan,2003,used,fwd,4,2.0li4
23419,3-sep,saab,sedan,2007,used,fwd,4,2.8lv6
23420,3-sep,saab,wagon,2010,new,fwd,4,2.0li4
23421,9-2x,saab,wagon,2005,used,awd,4,2.5lh4
23422,3-sep,saab,sedan,2008,used,fwd,4,2.0li4
23423,3-sep,saab,sedan,2007,used,fwd,4,2.0li4
23424,3-sep,saab,convertible,2009,new,fwd,2,2.0li4
23425,3-sep,saab,convertible,2007,used,fwd,2,2.0li4
23426,3-sep,saab,wagon,2010,new,fwd,4,2.0li4
23427,3-sep,saab,sedan,2008,used,fwd,4,2.0li4
23428,9-7x,saab,suv,2008,used,awd,4,4.2li6
23429,9-7x,saab,suv,2006,used,awd,4,4.2li6
23430,5-sep,saab,sedan,2007,used,fwd,4,2.3li4
23431,5-sep,saab,sedan,2002,used,fwd,4,3.0lv6
23432,3-sep,saab,sedan,2008,used,fwd,4,2.0li4
23433,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23434,9-7x,saab,suv,2007,used,awd,4,5.3lv8
23435,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23436,9-2x,saab,wagon,2005,used,awd,4,2.0lh4
23437,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
23438,3-sep,saab,convertible,2003,used,fwd,2,2.0li4
23439,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23440,9-7x,saab,suv,2006,used,awd,4,5.3lv8
23441,3-sep,saab,sedan,2004,used,fwd,4,2.0li4
23442,3-sep,saab,convertible,2007,used,fwd,2,2.0li4
23443,3-sep,saab,convertible,2011,new,fwd,2,2.0li4
23444,3-sep,saab,convertible,2008,used,fwd,2,2.8lv6
23445,3-sep,saab,sedan,2003,used,fwd,4,2.0li4
23446,3-sep,saab,hatchback,2001,used,fwd,4,2.0li4
23447,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23448,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23449,5-sep,saab,wagon,2007,used,fwd,4,2.3li4
23450,3-sep,saab,sedan,2006,new,fwd,4,2.0li4
23451,5-sep,saab,sedan,2001,used,fwd,4,3.0lv6
23452,3-sep,saab,wagon,2009,used,awd,4,6cyl
23453,5-sep,saab,wagon,1999,used,fwd,4,2.3li4
23454,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23455,3-sep,saab,wagon,2011,new,fwd,4,2.0li4
23456,3-sep,saab,hatchback,2002,used,fwd,4,2.0li4
23457,3-sep,saab,convertible,2005,used,fwd,2,2.0li4
23458,5-sep,saab,sedan,2001,used,fwd,4,2.3li4
23459,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23460,3-sep,saab,sedan,2008,used,fwd,4,2.0li4
23461,9-7x,saab,suv,2006,used,awd,4,4.2li6
23462,3-sep,saab,sedan,2007,used,fwd,4,2.0li4
23463,3-sep,saab,sedan,2003,used,fwd,4,2.0li4
23464,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23465,5-sep,saab,sedan,2006,used,fwd,4,2.3li4
23466,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23467,3-sep,saab,wagon,2011,new,fwd,4,2.0li4
23468,3-sep,saab,sedan,2011,new,awd,4,2.0li4
23469,5-sep,saab,wagon,2006,used,fwd,4,2.3li4
23470,3-sep,saab,sedan,2007,used,fwd,4,2.0li4
23471,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
23472,5-sep,saab,sedan,1999,used,fwd,4,2.3li4
23473,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23474,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
23475,9-7x,saab,suv,2006,used,awd,4,5.3lv8
23476,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
23477,3-sep,saab,convertible,2009,new,fwd,2,2.8lv6
23478,3-sep,saab,convertible,2008,used,fwd,2,2.0li4
23479,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23480,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23481,3-sep,saab,hatchback,1999,used,fwd,2,2.0li4
23482,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23483,3-sep,saab,sedan,2005,used,fwd,4,2.0li4
23484,5-sep,saab,sedan,2008,used,fwd,4,2.3li4
23485,5-sep,saab,sedan,2000,used,fwd,4,2.3li4
23486,3-sep,saab,wagon,2010,new,fwd,4,2.0li4
23487,3-sep,saab,sedan,2008,used,fwd,4,2.0li4
23488,3-sep,saab,sedan,2005,used,fwd,4,2.0li4
23489,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23490,5-sep,saab,sedan,2008,used,fwd,4,2.3li4
23491,3-sep,saab,convertible,2009,new,fwd,2,2.0li4
23492,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23493,3-sep,saab,sedan,2006,used,fwd,4,2.0li4
23494,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23495,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
23496,9-7x,saab,suv,2009,used,awd,4,4.2li6
23497,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23498,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23499,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23500,3-sep,saab,sedan,2004,used,fwd,4,2.0li4
23501,9-7x,saab,suv,2009,used,awd,4,4.2li6
23502,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23503,3-sep,saab,sedan,2003,used,fwd,4,2.0li4
23504,3-sep,saab,wagon,2010,new,fwd,4,2.0li4
23505,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23506,3-sep,saab,convertible,2001,used,fwd,2,2.0li4
23507,3-sep,saab,convertible,2003,used,fwd,2,2.0li4
23508,3-sep,saab,sedan,2003,used,fwd,4,2.0li4
23509,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23510,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23511,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23512,3-sep,saab,convertible,2002,used,fwd,2,2.0li4
23513,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23514,3-sep,saab,sedan,2011,new,awd,4,2.0li4
23515,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23516,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
23517,3-sep,saab,convertible,2008,used,fwd,2,2.0li4
23518,3-sep,saab,convertible,2002,used,fwd,2,2.0li4
23519,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23520,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23521,3-sep,saab,sedan,2011,new,awd,4,2.0li4
23522,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23523,3-sep,saab,wagon,2006,used,fwd,4,2.0li4
23524,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23525,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23526,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
23527,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23528,3-sep,saab,hatchback,1999,used,fwd,4,2.0li4
23529,3-sep,saab,hatchback,2002,used,fwd,4,2.0li4
23530,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23531,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23532,3-sep,saab,convertible,2003,used,fwd,2,2.0li4
23533,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23534,3-sep,saab,hatchback,1999,used,fwd,4,2.0li4
23535,3-sep,saab,sedan,2007,used,fwd,4,2.0li4
23536,3-sep,saab,convertible,2006,used,fwd,2,2.8lv6
23537,3-sep,saab,sedan,2011,new,awd,4,2.0li4
23538,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
23539,3-sep,saab,convertible,2011,new,fwd,2,2.0li4
23540,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
23541,3-sep,saab,hatchback,2002,used,fwd,4,2.0li4
23542,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
23543,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23544,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
23545,3-sep,saab,hatchback,2002,used,fwd,4,2.0li4
23546,3-sep,saab,hatchback,2002,used,fwd,4,2.0li4
23547,3-sep,saab,convertible,2011,new,fwd,2,2.0li4
23548,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23549,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23550,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23551,3-sep,saab,wagon,2008,used,fwd,4,2.0li4
23552,3-sep,saab,sedan,2010,new,awd,4,2.0li4
23553,3-sep,saab,sedan,2008,used,fwd,4,2.0li4
23554,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23555,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
23556,3-sep,saab,convertible,2004,used,fwd,2,2.0li4
23557,5-sep,saab,sedan,2010,new,awd,4,2.8lv6
23558,5-sep,saab,sedan,2011,new,fwd,4,2.0li4
23559,3-sep,saab,convertible,2008,used,fwd,2,2.0li4
23560,5-sep,saab,wagon,2000,used,fwd,4,3.0lv6
23561,5-sep,saab,sedan,2011,new,awd,4,2.8lv6
23562,3-sep,saab,convertible,2010,new,fwd,2,2.0li4
